RECHTSTRÄGER;QUARTAL;BEKANNTGABE;LEERMELDUNG;MEDIUM_MEDIENINHABER;EURO
Akademie der Wirtschaftstreuhänder Gesellschaft m.b.H.;20133;2;0;SWI Steuer & Wirtschaft International;5143,5
Akademie der Wirtschaftstreuhänder Gesellschaft m.b.H.;20133;4;1;;
Akademie- Gebäude- Errichtungs- und Instandhaltungs-GmbH;20133;2;1;;
Akademie- Gebäude- Errichtungs- und Instandhaltungs-GmbH;20133;4;1;;
Akademisches Startup Netzwerk OÖ;20133;2;1;;
Akademisches Startup Netzwerk OÖ;20133;4;1;;
AKh Allgemeines Krankenhaus der Stadt Linz GmbH;20133;2;1;;
AKh Allgemeines Krankenhaus der Stadt Linz GmbH;20133;4;1;;
AKh Linz - LFKK Kooperationsgesellschaft mbH;20133;2;1;;
AKh Linz - LFKK Kooperationsgesellschaft mbH;20133;4;1;;
Aktiengesellschaft der Wiener Lokalbahnen;20133;2;1;;
Aktiengesellschaft der Wiener Lokalbahnen;20133;4;1;;
ALARIS Grundstückvermietungs Gesellschaft m.b.H.;20133;2;1;;
ALARIS Grundstückvermietungs Gesellschaft m.b.H.;20133;4;1;;
Albert und Angelica Schlips'sche Stiftung ;20133;2;1;;
Albert und Angelica Schlips'sche Stiftung ;20133;4;1;;
Albertina;20133;2;0;NEWS;7126,98
Albertina;20133;2;0;skylines;6688,5
Albertina;20133;4;1;;
Allgemeine Armenstiftung für Niederösterreich;20133;2;1;;
Allgemeine Armenstiftung für Niederösterreich;20133;4;1;;
Allgemeine Hochschul-Stipendien Stiftung für Hörer der Universität Innsbruck;20133;2;1;;
Allgemeine Hochschul-Stipendien Stiftung für Hörer der Universität Innsbruck;20133;4;1;;
Allgemeine Privatstiftung für berufliche Bildung;20133;2;1;;
Allgemeine Privatstiftung für berufliche Bildung;20133;4;1;;
Allgemeine Stipendienstiftung Niederösterreich;20133;2;1;;
Allgemeine Stipendienstiftung Niederösterreich;20133;4;1;;
Allgemeine Unfallversicherungsanstalt;20133;2;0;Der Standard;20567,37
Allgemeine Unfallversicherungsanstalt;20133;2;0;Freiheit;13500
Allgemeine Unfallversicherungsanstalt;20133;2;0;Kronen Zeitung;15666,2
Allgemeine Unfallversicherungsanstalt;20133;2;0;Kurier;16434,92
Allgemeine Unfallversicherungsanstalt;20133;2;0;medianet;13800
Allgemeine Unfallversicherungsanstalt;20133;2;0;Mediaplanet Themenzeitung;11890
Allgemeine Unfallversicherungsanstalt;20133;2;0;NÖN;20000
Allgemeine Unfallversicherungsanstalt;20133;2;0;Periskop;20600
Allgemeine Unfallversicherungsanstalt;20133;2;0;Salzburger Nachrichten;13848,48
Allgemeine Unfallversicherungsanstalt;20133;2;0;Wirtschaftsnachrichten;8820
Allgemeine Unfallversicherungsanstalt;20133;4;1;;
Allgemeine Unterstützungsstiftung für Baden bei Wien;20133;2;1;;
Allgemeine Unterstützungsstiftung für Baden bei Wien;20133;4;1;;
Allgemeine Wiener Mittelschulstipendien-Stiftung;20133;2;1;;
Allgemeine Wiener Mittelschulstipendien-Stiftung;20133;4;1;;
Allgemeiner Entschädigungsfonds für Opfer des Nationalsozialismus;20133;2;1;;
Allgemeiner Entschädigungsfonds für Opfer des Nationalsozialismus;20133;4;1;;
ALLPLAN Gesellschaft m.b.H.;20133;2;1;;
ALLPLAN Gesellschaft m.b.H.;20133;4;1;;
Almenland Energie GmbH;20133;2;1;;
Almenland Energie GmbH;20133;4;1;;
Aloisia Huebmer'sche Stiftung für bedürftige Kranke des Allgemeinen Krankenhauses der Stadt Wien;20133;2;1;;
Aloisia Huebmer'sche Stiftung für bedürftige Kranke des Allgemeinen Krankenhauses der Stadt Wien;20133;4;1;;
ALPE ADRIA BETEILIGUNGS GMBH;20133;2;1;;
ALPE ADRIA BETEILIGUNGS GMBH;20133;4;1;;
Alpe Adria Venture Fund GmbH & Co KG;20133;2;1;;
Alpe Adria Venture Fund GmbH & Co KG;20133;4;1;;
ALPE-ADRIA GASTRONOMIE GMBH;20133;2;1;;
ALPE-ADRIA GASTRONOMIE GMBH;20133;4;1;;
Alpen Immobilieninvest GmbH;20133;2;1;;
Alpen Immobilieninvest GmbH;20133;4;1;;
Alpen-Adria-Universität Klagenfurt;20133;2;0;Kleine Zeitung;6750
Alpen-Adria-Universität Klagenfurt;20133;4;1;;
Alpenerlebnisbad VAL BLU GmbH;20133;2;1;;
Alpenerlebnisbad VAL BLU GmbH;20133;4;1;;
alpS GmbH;20133;2;1;;
alpS GmbH;20133;4;1;;
Altenheimverband Vorderes Zillertal;20133;2;1;;
Altenheimverband Vorderes Zillertal;20133;4;1;;
Alternativregion Südsteiermark;20133;2;1;;
Alternativregion Südsteiermark;20133;4;1;;
Altersheimverband Natters Mutters;20133;2;1;;
Altersheimverband Natters Mutters;20133;4;1;;
Altersheimverband Westliches Mittelgebirge;20133;2;1;;
Altersheimverband Westliches Mittelgebirge;20133;4;1;;
Altstoffsammelzentrum Oberes Pölstal;20133;2;1;;
Altstoffsammelzentrum Oberes Pölstal;20133;4;1;;
Altstoffsammelzentrum Wolfsberg, Hainsdorf, Breitenfeld;20133;2;1;;
Altstoffsammelzentrum Wolfsberg, Hainsdorf, Breitenfeld;20133;4;1;;
Alumni der Akademie der bildenden Künste Wien;20133;2;1;;
Alumni der Akademie der bildenden Künste Wien;20133;4;1;;
alumni UNI graz.das abso-netzwerk;20133;2;1;;
alumni UNI graz.das abso-netzwerk;20133;4;1;;
Alumni-Club der Medizinischen Universität Wien;20133;2;1;;
Alumni-Club der Medizinischen Universität Wien;20133;4;1;;
Alumniverband der Universität Wien;20133;2;0;Der Standard;13467,6
Alumniverband der Universität Wien;20133;4;1;;
Am Hafen Garagenerrichtungs- und Betriebs GmbH;20133;2;1;;
Am Hafen Garagenerrichtungs- und Betriebs GmbH;20133;4;1;;
Am Hafen Garagenerrichtungs- und Betriebs GmbH & Co KG;20133;2;1;;
Am Hafen Garagenerrichtungs- und Betriebs GmbH & Co KG;20133;4;1;;
AMB Ausstellungsservice u. Messebau GmbH;20133;2;1;;
AMB Ausstellungsservice u. Messebau GmbH;20133;4;1;;
Amstettner Immobilienverwaltung GmbH & Co KG;20133;2;1;;
Amstettner Immobilienverwaltung GmbH & Co KG;20133;4;1;;
Amstettner Schulinfrastrukturentwicklung GmbH & Co KG;20133;2;1;;
Amstettner Schulinfrastrukturentwicklung GmbH & Co KG;20133;4;1;;
Amstettner Veranstaltungsbetriebe Gesellschaft m.b.H.;20133;2;1;;
Amstettner Veranstaltungsbetriebe Gesellschaft m.b.H.;20133;4;1;;
Amt der Landeshauptstadt Bregenz;20133;2;0;Bregenzer Blättle;12545,54
Amt der Landeshauptstadt Bregenz;20133;4;1;;
Amt der Stadt Bludenz;20133;2;1;;
Amt der Stadt Bludenz;20133;4;1;;
Amt der Stadt Dornbirn;20133;2;1;;
Amt der Stadt Dornbirn;20133;4;1;;
Amt der Stadt Feldkirch;20133;2;0;Feldkircher Anzeiger;13788
Amt der Stadt Feldkirch;20133;4;1;;
Ananke Handels- und Beteiligungs GmbH;20133;2;1;;
Ananke Handels- und Beteiligungs GmbH;20133;4;1;;
Andreas Sehr Stiftung ;20133;2;1;;
Andreas Sehr Stiftung ;20133;4;1;;
Anerkennungsfonds für Freiwilliges Engagement gemäß Freiwilligengesetz;20133;2;1;;
Anerkennungsfonds für Freiwilliges Engagement gemäß Freiwilligengesetz;20133;4;1;;
Angela Schlossbauer-Wohltätigkeitsstiftung;20133;2;1;;
Angela Schlossbauer-Wohltätigkeitsstiftung;20133;4;1;;
Ankünder GmbH;20133;2;1;;
Ankünder GmbH;20133;4;1;;
Annaberger LiftbetriebsGesellschaft m.b.H.;20133;2;1;;
Annaberger LiftbetriebsGesellschaft m.b.H.;20133;4;1;;
Anschützgasse Entwicklungs- GmbH;20133;2;1;;
Anschützgasse Entwicklungs- GmbH;20133;4;1;;
Anton Bruckner Privatuniversität für Musik, Schauspiel und Tanz;20133;2;1;;
Anton Bruckner Privatuniversität für Musik, Schauspiel und Tanz;20133;4;1;;
Anton Proksch Institut GmbH;20133;2;1;;
Anton Proksch Institut GmbH;20133;4;1;;
Anton Proksch-Institut - Stiftung Genesungsheim Kalksburg;20133;2;1;;
Anton Proksch-Institut - Stiftung Genesungsheim Kalksburg;20133;4;1;;
Anzengrubergasse Errichtungs- und Verwertungs GmbH;20133;2;1;;
Anzengrubergasse Errichtungs- und Verwertungs GmbH;20133;4;1;;
A.ö. Krankenhaus der Elisabethinen Klagenfurt GmbH;20133;2;1;;
A.ö. Krankenhaus der Elisabethinen Klagenfurt GmbH;20133;4;1;;
A.Ö. Krankenhaus St. Josef Braunau GmbH;20133;2;1;;
A.Ö. Krankenhaus St. Josef Braunau GmbH;20133;4;1;;
AQUA.NET Wasser- und Freizeitanlagen Steiermark GmbH;20133;2;1;;
AQUA.NET Wasser- und Freizeitanlagen Steiermark GmbH;20133;4;1;;
aquasilva Wasserversorgungs- und Abwasserentsorgungsbetriebs GmbH;20133;2;1;;
aquasilva Wasserversorgungs- und Abwasserentsorgungsbetriebs GmbH;20133;4;1;;
ARAB-Abwasserreinigungsanlagen Betreiber GmbH;20133;2;1;;
ARAB-Abwasserreinigungsanlagen Betreiber GmbH;20133;4;1;;
Arbeitsmarktservice;20133;2;0;ATV;12507,75
Arbeitsmarktservice;20133;2;0;bz - Wiener Bezirkszeitung;6123,98
Arbeitsmarktservice;20133;2;0;Der Standard;6118,47
Arbeitsmarktservice;20133;2;0;Die Ganze Woche;13328
Arbeitsmarktservice;20133;2;0;Die Presse;12836,7
Arbeitsmarktservice;20133;2;0;Kleine Zeitung;6926,49
Arbeitsmarktservice;20133;2;0;Kosmo;8519,43
Arbeitsmarktservice;20133;2;0;Kronen Zeitung;23783,15
Arbeitsmarktservice;20133;2;0;Kurier;20578,5
Arbeitsmarktservice;20133;2;0;NEWS;7316,76
Arbeitsmarktservice;20133;2;0;OÖ Nachrichten;9611,27
Arbeitsmarktservice;20133;2;0;ORF Radio Niederösterreich;7000
Arbeitsmarktservice;20133;2;0;ORF 2;19500
Arbeitsmarktservice;20133;2;0;Österreich;15756,01
Arbeitsmarktservice;20133;2;0;Pro Sieben Austria;29643,68
Arbeitsmarktservice;20133;2;0;Puls 4;5157,34
Arbeitsmarktservice;20133;2;0;Radio Arabella 92.9 - Wien;20790
Arbeitsmarktservice;20133;2;0;Tips;7564,66
Arbeitsmarktservice;20133;2;0;tv-media;9435
Arbeitsmarktservice;20133;2;0;Weekend Magazin;15233,1
Arbeitsmarktservice;20133;2;0;www.facebook.com;10439,6
Arbeitsmarktservice;20133;2;0;www.youtube.at;9039,9
Arbeitsmarktservice;20133;4;1;;
Arbeitsstiftung Burgenland GmbH;20133;2;1;;
Arbeitsstiftung Burgenland GmbH;20133;4;1;;
Archäologische Kulturpark Niederösterreich Betriebsgesellschaft m.b.H.;20133;2;1;;
Archäologische Kulturpark Niederösterreich Betriebsgesellschaft m.b.H.;20133;4;1;;
Arch+Ing Bildungs- und Dienstleistungsgesellschaft m.b.H.;20133;2;1;;
Arch+Ing Bildungs- und Dienstleistungsgesellschaft m.b.H.;20133;4;1;;
ARE Austrian Real Estate Development GmbH;20133;2;1;;
ARE Austrian Real Estate Development GmbH;20133;4;1;;
ARE Austrian Real Estate GmbH;20133;2;0;Der Standard;5340
ARE Austrian Real Estate GmbH;20133;4;1;;
AREA m styria GmbH;20133;2;1;;
AREA m styria GmbH;20133;4;1;;
ARGE ELAK GmbH & Co OG;20133;2;1;;
ARGE ELAK GmbH & Co OG;20133;4;1;;
ARGUS Hollabrunn GesnbR;20133;2;1;;
ARGUS Hollabrunn GesnbR;20133;4;1;;
Arnold Schönberg Center Privatstiftung;20133;2;1;;
Arnold Schönberg Center Privatstiftung;20133;4;1;;
Ars Electronica Linz GmbH;20133;2;0;Der Standard;8400
Ars Electronica Linz GmbH;20133;2;0;OÖ Nachrichten;8868,3
Ars Electronica Linz GmbH;20133;4;1;;
ART FOR ART Kreativ-Werkstätten GmbH;20133;2;1;;
ART FOR ART Kreativ-Werkstätten GmbH;20133;4;1;;
Art for Art Theaterservice GmbH;20133;2;1;;
Art for Art Theaterservice GmbH;20133;4;1;;
ARZ Hypo-Holding GmbH;20133;2;1;;
ARZ Hypo-Holding GmbH;20133;4;1;;
Ärztekammer für Burgenland;20133;2;1;;
Ärztekammer für Burgenland;20133;4;1;;
Ärztekammer für Kärnten;20133;2;1;;
Ärztekammer für Kärnten;20133;4;1;;
Ärztekammer für Niederösterreich;20133;2;0;Radio Arabella 92.9 - Wien;13585
Ärztekammer für Niederösterreich;20133;2;0;Radio Niederösterreich;8453
Ärztekammer für Niederösterreich;20133;2;0;88.6 - Wir spielen was wir wollen.;7970
Ärztekammer für Niederösterreich;20133;4;1;;
Ärztekammer für Oberösterreich;20133;2;0;Bezirksrundschau Oberösterreich;11250
Ärztekammer für Oberösterreich;20133;2;0;OÖ Nachrichten;5849
Ärztekammer für Oberösterreich;20133;4;1;;
Ärztekammer für Salzburg;20133;2;1;;
Ärztekammer für Salzburg;20133;4;1;;
Ärztekammer für Tirol;20133;2;1;;
Ärztekammer für Tirol;20133;4;1;;
Ärztekammer für Vorarlberg;20133;2;1;;
Ärztekammer für Vorarlberg;20133;4;1;;
Ärztekammer für Wien;20133;2;0;Das Wiener Bezirksblatt;32634
Ärztekammer für Wien;20133;2;0;Heute;35548,54
Ärztekammer für Wien;20133;2;0;Infoscreen;44163,03
Ärztekammer für Wien;20133;2;0;Kronen Zeitung;180000
Ärztekammer für Wien;20133;2;0;Kurier;61538,4
Ärztekammer für Wien;20133;4;1;;
Ärztekammer Steiermark;20133;2;1;;
Ärztekammer Steiermark;20133;4;1;;
ASAK Beteiligungs GmbH;20133;2;1;;
ASAK Beteiligungs GmbH;20133;4;1;;
ASAK Kabelmedien GmbH;20133;2;1;;
ASAK Kabelmedien GmbH;20133;4;1;;
ASFINAG Alpenstraßen GmbH;20133;2;1;;
ASFINAG Alpenstraßen GmbH;20133;4;1;;
ASFINAG Bau Management GmbH;20133;2;1;;
ASFINAG Bau Management GmbH;20133;4;1;;
ASFINAG European Toll Service GmbH;20133;2;1;;
ASFINAG European Toll Service GmbH;20133;4;1;;
ASFINAG International GmbH;20133;2;1;;
ASFINAG International GmbH;20133;4;1;;
ASFINAG Maut Service GmbH;20133;2;1;;
ASFINAG Maut Service GmbH;20133;4;1;;
ASFINAG Service GmbH;20133;2;1;;
ASFINAG Service GmbH;20133;4;1;;
Ashta Beteiligungsverwaltung GmbH;20133;2;1;;
Ashta Beteiligungsverwaltung GmbH;20133;4;1;;
Asia Spa Leoben BetriebsgmbH;20133;2;1;;
Asia Spa Leoben BetriebsgmbH;20133;4;1;;
aspern Seestadt Einkaufsstraßen GmbH;20133;2;1;;
aspern Seestadt Einkaufsstraßen GmbH;20133;4;1;;
Aspern Smart City Research GmbH;20133;2;1;;
Aspern Smart City Research GmbH;20133;4;1;;
Aspern Smart City Research GmbH & Co KG;20133;2;1;;
Aspern Smart City Research GmbH & Co KG;20133;4;1;;
ASPG-Altlastensanierungsprojekte GmbH;20133;2;1;;
ASPG-Altlastensanierungsprojekte GmbH;20133;4;1;;
ATM Umwelttechnik GmbH;20133;2;1;;
ATM Umwelttechnik GmbH;20133;4;1;;
ATZ Besitz- und VerwaltungsGmbH;20133;2;1;;
ATZ Besitz- und VerwaltungsGmbH;20133;4;1;;
AUCEN - Netzwerk für Universitäre Weiterbildung und Personalentwicklung in Österreich;20133;2;1;;
AUCEN - Netzwerk für Universitäre Weiterbildung und Personalentwicklung in Österreich;20133;4;1;;
auftrag.at ausschreibungsservice GmbH;20133;2;1;;
auftrag.at ausschreibungsservice GmbH;20133;4;1;;
August Herzmansky'sche Stiftung für behinderte Menschen in betreuten Unterkünften ;20133;2;1;;
August Herzmansky'sche Stiftung für behinderte Menschen in betreuten Unterkünften ;20133;4;1;;
AUL Abfallumladelogistik Austria GmbH;20133;2;1;;
AUL Abfallumladelogistik Austria GmbH;20133;4;1;;
AURORA - Beteiligungs und Verwaltungs GmbH;20133;2;1;;
AURORA - Beteiligungs und Verwaltungs GmbH;20133;4;1;;
Ausgleichstaxfonds;20133;2;0;Ärzte Krone;9758
Ausgleichstaxfonds;20133;2;0;Ärztemagazin;6999,75
Ausgleichstaxfonds;20133;2;0;Die Apotheke;6242,4
Ausgleichstaxfonds;20133;2;0;FORMAT;7637,76
Ausgleichstaxfonds;20133;2;0;GEWINN;5810,18
Ausgleichstaxfonds;20133;2;0;Hitradio Ö3;9732
Ausgleichstaxfonds;20133;2;0;KRONEHIT;6036,05
Ausgleichstaxfonds;20133;2;0;kuvert;16830
Ausgleichstaxfonds;20133;2;0;medianet;6000
Ausgleichstaxfonds;20133;2;0;ORF 2;10500
Ausgleichstaxfonds;20133;2;0;profil;11444,4
Ausgleichstaxfonds;20133;2;0;Tips;18910
Ausgleichstaxfonds;20133;2;0;www.nachrichten.at (OÖNachrichten);5042,47
Ausgleichstaxfonds;20133;4;1;;
Auslandsösterreicher-Fonds (AÖF);20133;2;1;;
Auslandsösterreicher-Fonds (AÖF);20133;4;1;;
AUSTRIA FILM UND VIDEO GMBH;20133;2;1;;
AUSTRIA FILM UND VIDEO GMBH;20133;4;1;;
Austria Wirtschaftsservice Gesellschaft mit beschränkter Haftung;20133;2;0;Going Public Magazin;5510
Austria Wirtschaftsservice Gesellschaft mit beschränkter Haftung;20133;4;1;;
austria.info Marketing GmbH;20133;2;1;;
austria.info Marketing GmbH;20133;4;1;;
Austrian Automotive Association Service GmbH in Liqu.;20133;2;1;;
Austrian Automotive Association Service GmbH in Liqu.;20133;4;1;;
Austrian Business Agency Österreichische Industrieansiedlungs- und WirtschaftswerbungsgmbH;20133;2;1;;
Austrian Business Agency Österreichische Industrieansiedlungs- und WirtschaftswerbungsgmbH;20133;4;1;;
Austrian Development Agency;20133;2;1;;
Austrian Development Agency;20133;4;0;corporAID Magazin;90000
Austrian Power Grid AG;20133;2;0;FORMAT;6380,05
Austrian Power Grid AG;20133;2;0;Heute;8764,65
Austrian Power Grid AG;20133;2;0;Kronen Zeitung;16644
Austrian Power Grid AG;20133;2;0;ORF 2;11240,6
Austrian Power Grid AG;20133;2;0;Österreich;17713,79
Austrian Power Grid AG;20133;4;1;;
Austrian Rail Construction & Consulting GmbH;20133;2;1;;
Austrian Rail Construction & Consulting GmbH;20133;4;1;;
Austrian Rail Construction & Consulting GmbH & Co KG;20133;2;1;;
Austrian Rail Construction & Consulting GmbH & Co KG;20133;4;1;;
AustriaTech - Gesellschaft des Bundes für technologiepolitische Maßnahmen GmbH;20133;2;0;Falter;60000
AustriaTech - Gesellschaft des Bundes für technologiepolitische Maßnahmen GmbH;20133;2;0;Heute;21031,98
AustriaTech - Gesellschaft des Bundes für technologiepolitische Maßnahmen GmbH;20133;2;0;Sonntag - Österreich;29196
AustriaTech - Gesellschaft des Bundes für technologiepolitische Maßnahmen GmbH;20133;4;1;;
Austro Control GmbH international;20133;2;1;;
Austro Control GmbH international;20133;4;1;;
Austro Control Österreichische Ges. für Zivilluftfahrt mit beschränkter Haftung;20133;2;0;Heute;17241
Austro Control Österreichische Ges. für Zivilluftfahrt mit beschränkter Haftung;20133;2;0;Sky Revue;5060
Austro Control Österreichische Ges. für Zivilluftfahrt mit beschränkter Haftung;20133;4;1;;
Autobahnen- und SchnellstraßenFinanzierungs-Aktiengesellschaft;20133;2;0;APA OTS;5833,35
Autobahnen- und SchnellstraßenFinanzierungs-Aktiengesellschaft;20133;2;0;Touring (Schweiz);12404,49
Autobahnen- und SchnellstraßenFinanzierungs-Aktiengesellschaft;20133;4;1;;
Autopark Grundverwertungs GmbH;20133;2;1;;
Autopark Grundverwertungs GmbH;20133;4;1;;
AU-VISION Entwicklungsgesellschaft m.b.H.;20133;2;1;;
AU-VISION Entwicklungsgesellschaft m.b.H.;20133;4;1;;
AVE CEE  Holding GmbH;20133;2;1;;
AVE CEE  Holding GmbH;20133;4;1;;
AVE Energie AG Oberösterreich Umwelt GmbH;20133;2;1;;
AVE Energie AG Oberösterreich Umwelt GmbH;20133;4;1;;
AVE Kommunalservice GmbH;20133;2;1;;
AVE Kommunalservice GmbH;20133;4;1;;
AVE Metal Recovery GmbH;20133;2;1;;
AVE Metal Recovery GmbH;20133;4;1;;
AVE Österreich GmbH;20133;2;1;;
AVE Österreich GmbH;20133;4;1;;
Aventin Grundstückverwaltungs Gesellschaft m.b.H.;20133;2;1;;
Aventin Grundstückverwaltungs Gesellschaft m.b.H.;20133;4;1;;
aws Fondsmanagement GmbH;20133;2;1;;
aws Fondsmanagement GmbH;20133;4;1;;
aws Gründerfonds Beteiligungs GmbH & Co KG;20133;2;1;;
aws Gründerfonds Beteiligungs GmbH & Co KG;20133;4;1;;
aws Mittelstandsfonds Beteiligungs GmbH & Co KG;20133;2;1;;
aws Mittelstandsfonds Beteiligungs GmbH & Co KG;20133;4;1;;
aws Venture Beteiligungen GmbH;20133;2;1;;
aws Venture Beteiligungen GmbH;20133;4;1;;
AWZ Soziales Wien GmbH;20133;2;1;;
AWZ Soziales Wien GmbH;20133;4;1;;
Bad Ischl Event & Werbe GmbH;20133;2;1;;
Bad Ischl Event & Werbe GmbH;20133;4;1;;
Badener Bäderbetriebsgesellschaft m.b.H.;20133;2;1;;
Badener Bäderbetriebsgesellschaft m.b.H.;20133;4;1;;
Badener Kulturbetriebs- gesmbH;20133;2;1;;
Badener Kulturbetriebs- gesmbH;20133;4;1;;
Bäderverband Salzburger Ennstal;20133;2;1;;
Bäderverband Salzburger Ennstal;20133;4;1;;
BahnhofCity WHBF Alpha GmbH & Co KG;20133;2;1;;
BahnhofCity WHBF Alpha GmbH & Co KG;20133;4;1;;
BahnhofCity WHBF Beta GmbH & Co KG;20133;2;1;;
BahnhofCity WHBF Beta GmbH & Co KG;20133;4;1;;
BALSA Bundesaltlastensanierungsgesellschaft m.b.H.;20133;2;1;;
BALSA Bundesaltlastensanierungsgesellschaft m.b.H.;20133;4;1;;
Bank Austria Creditanstalt AG-Stiftung zur Förderung der Wissenschaft und Forschung an der Technischen Universität Wien;20133;2;1;;
Bank Austria Creditanstalt AG-Stiftung zur Förderung der Wissenschaft und Forschung an der Technischen Universität Wien;20133;4;1;;
BÄR Prüf-Technik GmbH;20133;2;1;;
BÄR Prüf-Technik GmbH;20133;4;1;;
Bärndorfer-Graben-Wasserverband;20133;2;1;;
Bärndorfer-Graben-Wasserverband;20133;4;1;;
base - homes for students GmbH;20133;2;1;;
base - homes for students GmbH;20133;4;1;;
BAU-KONFORM Inspektionsstelle GmbH;20133;2;1;;
BAU-KONFORM Inspektionsstelle GmbH;20133;4;1;;
BAWAG-Stiftung zur Förderung der Wirtschaftsuniversität Wien;20133;2;1;;
BAWAG-Stiftung zur Förderung der Wirtschaftsuniversität Wien;20133;4;1;;
BBI Breitbandinfrastruktur GmbH;20133;2;1;;
BBI Breitbandinfrastruktur GmbH;20133;4;1;;
BD Gastservice GmbH in Liquidation;20133;2;1;;
BD Gastservice GmbH in Liquidation;20133;4;1;;
BEG Bruckner-Universität Errichtungsund Betriebsgesellschaft mbH;20133;2;1;;
BEG Bruckner-Universität Errichtungsund Betriebsgesellschaft mbH;20133;4;1;;
Bekleidungswirtschaftsfonds der Exekutive - BWF;20133;2;1;;
Bekleidungswirtschaftsfonds der Exekutive - BWF;20133;4;1;;
BELIG - Beteiligungs- und Liegenschafts GmbH;20133;2;1;;
BELIG - Beteiligungs- und Liegenschafts GmbH;20133;4;1;;
Benkerwiese Mietergemeinschaft GmbH;20133;2;1;;
Benkerwiese Mietergemeinschaft GmbH;20133;4;1;;
Benkerwiese Verwaltungs- und Verwertungsgesellschaft m.b.H.;20133;2;1;;
Benkerwiese Verwaltungs- und Verwertungsgesellschaft m.b.H.;20133;4;1;;
Bergbahnen Mitterbach GmbH;20133;2;1;;
Bergbahnen Mitterbach GmbH;20133;4;1;;
Bergbahnen St. Corona GmbH;20133;2;1;;
Bergbahnen St. Corona GmbH;20133;4;1;;
Berger Truck Service Verwaltungs GmbH;20133;2;1;;
Berger Truck Service Verwaltungs GmbH;20133;4;1;;
Bergführerverband Kärnten;20133;2;1;;
Bergführerverband Kärnten;20133;4;1;;
Bertil Östbo Bruckner Stiftung p.A. Magistrat der Landeshauptstadt Linz Kulturamt;20133;2;1;;
Bertil Östbo Bruckner Stiftung p.A. Magistrat der Landeshauptstadt Linz Kulturamt;20133;4;1;;
Bestattung der Stadt Wels GmbH;20133;2;1;;
Bestattung der Stadt Wels GmbH;20133;4;1;;
Bestattung Graz GmbH;20133;2;0;Kleine Zeitung;10417,65
Bestattung Graz GmbH;20133;4;1;;
Bestattung Stockerau e.U.;20133;2;1;;
Bestattung Stockerau e.U.;20133;4;1;;
BESTATTUNG WIEN GmbH;20133;2;0;Das Wiener Bezirksblatt;20800
BESTATTUNG WIEN GmbH;20133;4;1;;
Beteiligungs- und Finanzierungsgesellschaft m.b.H.;20133;2;1;;
Beteiligungs- und Finanzierungsgesellschaft m.b.H.;20133;4;1;;
Beteiligungsmanagement IWS Verwaltungs GmbH;20133;2;1;;
Beteiligungsmanagement IWS Verwaltungs GmbH;20133;4;1;;
Betriebs- und Errichtungsges.m.b.H. der Marktgemeinde Brunn am Gebirge;20133;2;1;;
Betriebs- und Errichtungsges.m.b.H. der Marktgemeinde Brunn am Gebirge;20133;4;1;;
Betriebskrankenkasse Austria Tabak;20133;2;1;;
Betriebskrankenkasse Austria Tabak;20133;4;1;;
Betriebskrankenkasse der Wiener Verkehrsbetriebe;20133;2;1;;
